UserID,Age,Gender,Country,State/Territory,Do you know the options for mental health care available under your employer-provided health coverage?,Does your employer offer resources to learn more about mental health disorders and options for seeking help?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?"
786,25,Male,United States,Nebraska,Did Not Answer,Did Not Answer,Did Not Answer
787,32,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
788,25,Male,United States,Colorado,Did Not Answer,Did Not Answer,Did Not Answer
789,37,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
790,39,Male,Switzerland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
791,29,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
792,33,Male,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
793,37,Female,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
794,35,Female,United States,Louisiana,Did Not Answer,Did Not Answer,Did Not Answer
795,22,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
796,38,Male,United States,Michigan,Did Not Answer,Did Not Answer,Did Not Answer
797,32,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
798,28,Male,Brazil,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
799,27,Male,Switzerland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
800,35,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
801,29,Male,United States,Maryland,Did Not Answer,Did Not Answer,Did Not Answer
802,23,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
803,39,Male,United States,Connecticut,Did Not Answer,Did Not Answer,Did Not Answer
804,30,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
805,32,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
806,28,Other,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
807,40,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
808,36,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
809,27,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
810,41,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
811,29,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
812,29,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
813,35,Male,United States,Missouri,Did Not Answer,Did Not Answer,Did Not Answer
814,28,Male,United States,Nevada,Did Not Answer,Did Not Answer,Did Not Answer
815,36,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
816,39,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
817,39,Male,United States,Florida,Did Not Answer,Did Not Answer,Did Not Answer
818,44,Male,United States,Not Provided,Did Not Answer,Did Not Answer,Did Not Answer
819,26,Other,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
820,35,Male,Denmark,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
821,40,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
822,35,Male,Denmark,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
823,38,Male,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
824,34,Male,United States,Florida,Did Not Answer,Did Not Answer,Did Not Answer
825,43,Male,United States,Massachusetts,Did Not Answer,Did Not Answer,Did Not Answer
826,48,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
827,20,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
828,40,Male,United States,Michigan,Did Not Answer,Did Not Answer,Did Not Answer
829,29,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
830,35,Male,United States,Michigan,Did Not Answer,Did Not Answer,Did Not Answer
831,29,Male,United States,Wisconsin,Did Not Answer,Did Not Answer,Did Not Answer
832,40,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
833,29,Male,Sweden,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
834,29,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
835,34,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
836,44,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
837,24,Female,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
838,47,Female,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
839,43,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
840,36,Male,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
841,43,Male,United States,Georgia,Did Not Answer,Did Not Answer,Did Not Answer
842,36,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
843,31,Female,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
844,35,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
845,33,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
846,37,Male,Italy,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
847,34,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
848,36,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
849,40,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
850,40,Male,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
851,42,Male,United States,Wisconsin,Did Not Answer,Did Not Answer,Did Not Answer
852,23,Male,United States,Kentucky,Did Not Answer,Did Not Answer,Did Not Answer
853,21,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
854,26,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
855,31,Male,United States,Not Provided,Did Not Answer,Did Not Answer,Did Not Answer
856,25,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
857,51,Male,United States,Minnesota,Did Not Answer,Did Not Answer,Did Not Answer
858,24,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
859,33,Male,United States,Minnesota,Did Not Answer,Did Not Answer,Did Not Answer
860,32,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
861,32,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
862,26,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
863,23,Male,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
864,33,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
865,46,Male,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
866,34,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
867,35,Male,United States,DC,Did Not Answer,Did Not Answer,Did Not Answer
868,39,Male,United States,Kansas,Did Not Answer,Did Not Answer,Did Not Answer
869,32,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
870,43,Male,Mexico,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
871,56,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
872,32,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
873,41,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
874,39,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
875,37,Male,United States,Oklahoma,Did Not Answer,Did Not Answer,Did Not Answer
876,30,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
877,31,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
878,29,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
879,23,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
880,31,Male,United States,Colorado,Did Not Answer,Did Not Answer,Did Not Answer
881,29,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
882,30,Male,United States,Georgia,Did Not Answer,Did Not Answer,Did Not Answer
883,37,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
884,36,Male,United States,Virginia,Did Not Answer,Did Not Answer,Did Not Answer
885,35,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
886,41,Male,United States,DC,Did Not Answer,Did Not Answer,Did Not Answer
887,31,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
888,38,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
889,26,Male,India,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
890,39,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
891,42,Male,United States,Virginia,Did Not Answer,Did Not Answer,Did Not Answer
892,32,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
893,29,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
894,30,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
895,40,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
896,51,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
897,33,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
898,34,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
899,50,Male,United States,Virginia,Did Not Answer,Did Not Answer,Did Not Answer
900,24,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
901,25,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
902,43,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
903,25,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
904,24,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
905,51,Male,United States,Colorado,Did Not Answer,Did Not Answer,Did Not Answer
906,49,Male,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
907,30,Male,United States,Oklahoma,Did Not Answer,Did Not Answer,Did Not Answer
908,25,Female,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
909,36,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
910,48,Male,United States,Virginia,Did Not Answer,Did Not Answer,Did Not Answer
911,48,Male,Australia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
912,53,Male,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
913,24,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
914,33,Male,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
915,25,Female,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
916,30,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
917,30,Male,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
918,34,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
919,31,Male,United States,South Carolina,Did Not Answer,Did Not Answer,Did Not Answer
920,22,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
921,28,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
922,35,Male,United States,Utah,Did Not Answer,Did Not Answer,Did Not Answer
923,28,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
924,42,Male,New Zealand,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
925,33,Male,United States,Missouri,Did Not Answer,Did Not Answer,Did Not Answer
926,29,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
927,43,Male,United States,Not Provided,Did Not Answer,Did Not Answer,Did Not Answer
928,29,Male,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
929,25,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
930,31,Male,United States,Missouri,Did Not Answer,Did Not Answer,Did Not Answer
931,35,Female,United States,Georgia,Did Not Answer,Did Not Answer,Did Not Answer
932,34,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
933,43,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
934,38,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
935,26,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
936,38,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
937,42,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
938,33,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
939,32,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
940,44,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
941,28,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
942,40,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
943,31,Female,United States,Arizona,Did Not Answer,Did Not Answer,Did Not Answer
944,32,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
945,28,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
946,39,Male,United States,Arizona,Did Not Answer,Did Not Answer,Did Not Answer
947,45,Male,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
948,43,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
949,35,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
950,40,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
951,34,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
952,24,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
953,61,Male,South Africa,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
954,36,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
955,38,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
956,33,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
957,30,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
958,34,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
959,26,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
960,33,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
961,32,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
962,25,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
963,35,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
964,24,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
965,55,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
966,33,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
967,26,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
968,25,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
969,45,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
970,33,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
971,43,Male,United States,Michigan,Did Not Answer,Did Not Answer,Did Not Answer
972,30,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
973,40,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
974,49,Male,United States,Georgia,Did Not Answer,Did Not Answer,Did Not Answer
975,29,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
976,26,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
977,38,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
978,27,Male,France,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
979,26,Male,Belgium,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
980,28,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
981,40,Male,United States,Maine,Did Not Answer,Did Not Answer,Did Not Answer
982,37,Female,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
983,34,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
984,28,Male,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
985,27,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
986,29,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
987,39,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
988,28,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
989,23,Male,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
990,8,Other,"Bahamas, The",Illinois,Did Not Answer,Did Not Answer,Did Not Answer
991,38,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
992,19,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
993,30,Female,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
994,28,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
995,20,Male,India,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
996,35,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
997,39,Male,United States,Minnesota,Did Not Answer,Did Not Answer,Did Not Answer
998,31,Female,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
999,32,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1000,27,Male,Sweden,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1001,25,Male,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
1002,42,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
1003,34,Male,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
1004,26,Female,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
1005,35,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1006,34,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1007,38,Male,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
1008,34,Male,United States,South Dakota,Did Not Answer,Did Not Answer,Did Not Answer
1009,39,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
1010,44,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1011,40,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
1012,33,Female,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
1013,24,Female,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
1014,38,Female,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
1015,31,Male,United States,South Dakota,Did Not Answer,Did Not Answer,Did Not Answer
1016,23,Male,Israel,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1017,26,Female,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
1018,46,Other,United States,Connecticut,Did Not Answer,Did Not Answer,Did Not Answer
1019,30,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1020,25,Male,United States,Not Provided,Did Not Answer,Did Not Answer,Did Not Answer
1021,19,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1022,30,Female,United States,Georgia,Did Not Answer,Did Not Answer,Did Not Answer
1023,32,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
1024,32,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1025,37,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
1026,42,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1027,25,Female,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
1028,19,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
1029,40,Female,United States,Georgia,Did Not Answer,Did Not Answer,Did Not Answer
1030,34,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
1031,26,Male,United States,Minnesota,Did Not Answer,Did Not Answer,Did Not Answer
1032,31,Male,United States,Minnesota,Did Not Answer,Did Not Answer,Did Not Answer
1033,40,Male,United States,North Carolina,Did Not Answer,Did Not Answer,Did Not Answer
1034,31,Female,United States,Florida,Did Not Answer,Did Not Answer,Did Not Answer
1035,36,Male,United States,Minnesota,Did Not Answer,Did Not Answer,Did Not Answer
1036,35,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1037,26,Male,Australia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1038,44,Male,United States,Missouri,Did Not Answer,Did Not Answer,Did Not Answer
1039,34,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1040,35,Male,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
1041,28,Female,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
1042,33,Male,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
1043,40,Male,United States,Wisconsin,Did Not Answer,Did Not Answer,Did Not Answer
1044,26,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
1045,29,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1046,26,Female,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1047,33,Male,Italy,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1048,28,Male,Brazil,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1049,41,Male,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
1050,39,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1051,26,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
1052,23,Female,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
1053,35,Male,Switzerland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1054,36,Male,United States,Florida,Did Not Answer,Did Not Answer,Did Not Answer
1055,42,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
1056,39,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
1057,27,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1058,33,Male,United States,Florida,Did Not Answer,Did Not Answer,Did Not Answer
1059,31,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1060,28,Female,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
1061,29,Female,United States,New Jersey,Did Not Answer,Did Not Answer,Did Not Answer
1062,27,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1063,44,Male,United States,Florida,Did Not Answer,Did Not Answer,Did Not Answer
1064,25,Male,United States,Utah,Did Not Answer,Did Not Answer,Did Not Answer
1065,24,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1066,25,Male,South Africa,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1067,34,Male,United States,New Jersey,Did Not Answer,Did Not Answer,Did Not Answer
1068,26,Male,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
1069,48,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
1070,34,Male,Greece,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1071,39,Female,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
1072,43,Male,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
1073,41,Male,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
1074,25,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
1075,31,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1076,40,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
1077,43,Male,United States,Virginia,Did Not Answer,Did Not Answer,Did Not Answer
1078,27,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
1079,37,Female,United States,New Jersey,Did Not Answer,Did Not Answer,Did Not Answer
1080,32,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1081,25,Male,United States,Utah,Did Not Answer,Did Not Answer,Did Not Answer
1082,29,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1083,30,Female,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
1084,34,Female,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1085,32,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1086,37,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1087,41,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1088,38,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
1089,32,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
1090,28,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1091,11,Male,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
1092,43,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
1093,32,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
1094,25,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
1095,37,Male,United States,Utah,Did Not Answer,Did Not Answer,Did Not Answer
1096,36,Male,United States,Alabama,Did Not Answer,Did Not Answer,Did Not Answer
1097,24,Male,United States,Wisconsin,Did Not Answer,Did Not Answer,Did Not Answer
1098,40,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
1099,29,Male,United States,Wisconsin,Did Not Answer,Did Not Answer,Did Not Answer
1100,43,Male,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
1101,29,Male,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
1102,26,Male,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
1103,33,Female,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1104,35,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
1105,45,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1106,25,Male,United States,South Carolina,Did Not Answer,Did Not Answer,Did Not Answer
1107,50,Male,France,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1108,26,Male,Australia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1109,33,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1110,30,Male,India,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1111,33,Male,Croatia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1112,29,Male,France,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1113,37,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1114,25,Male,United States,Minnesota,Did Not Answer,Did Not Answer,Did Not Answer
1115,40,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
1116,24,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1117,40,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1118,46,Male,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
1119,38,Male,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
1120,34,Male,United States,Vermont,Did Not Answer,Did Not Answer,Did Not Answer
1121,32,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1122,44,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1123,33,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1124,45,Female,United States,Michigan,Did Not Answer,Did Not Answer,Did Not Answer
1125,35,Male,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
